text,crowd_label,conf0,conf1,itemID
"RT mention Thanks Fox News, you're raising mention 's ratings. _Ua14_Uau #GOPDebate  #GOPDebates",1,0.3511,0.6489,1460
RT mention Fox is cherry picking the candidates. Jeb gets the softball questions. _Ua14_Uau #GOPDebates  #GOPDebates,0,0.6429,0.3571,1461
"RT mention The moderators were childish, disrespectful, flippant and inflammatory. Shame on mention

mention mention mention",0,0.6444,0.3556,1462
"RT mention #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",0,0.6222,0.3778,1463
I really liked many of the candidates as people but not so much as future Presidents. #GOPDebate mention,0,1.0,0.0,1464
"mention ""The bad lady mention who was my bestest friend was mean to me and its NOT FAIR"" - Very Presidential #GOPDebate #Trump",0,1.0,0.0,1465
"Truth ""mention mention on the military. #GOPDebates url",0,0.6333,0.3667,1466
"RT mention ""Will anyone protect our right to discriminate against people based on any arbitrary thing we decide fits into our religiU_",0,0.6496,0.35040000000000004,1467
#FoxNews should let someone else handle future debates. They are incompetent. #FoxDebate #GOPDebate,0,1.0,0.0,1468
Donald Trump insulted mention and ALL women and not one man on stage confronted him. None of them are worthy to be President. #GOPDebate,0,0.6771,0.3229,1469
RT mention Really excited about this campaign season. Googling the date now for the #GOPDebate because I want to stay informed and on U_,1,0.3119,0.6881,1470
RT mention They'd rather talk about mention than debate the issues. Somewhere Hillary is laughing. #GOPDebates,0,0.6773,0.3227,1471
"RT mention I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _Ua14_Uau #GOPDebate  #GU_",1,0.0,1.0,1472
"Thanks mention for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #InTheTank",0,0.6686,0.33140000000000003,1473
Bush says Obama didn't fix his brothers mess well enough.  #GOPDebates,0,0.7033,0.2967,1474
People of the #GOPDebate last night denying they support rape/incest exception like its a bad thing... #thisissobackwards,0,1.0,0.0,1475
mention was a fan of yours until the #MSNBC i mean mention sponsored #GOPDebate,0,1.0,0.0,1476
How many times has Trump declared bankruptcy? #SeriousQuestion #GOPDebates,0,0.6669,0.33309999999999995,1477
RT mention 7 Disturbing Megyn Kelly Moments On Race url #topprog #GOPDebate,0,0.6437,0.35629999999999995,1478
"RT mention I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _Ua14_Uau #GOPDebate  #GU_",1,0.3605,0.6395,1479
What I learned from watching the #GOPDebate: People care more about a candidates religiosity than their ability to govern.,0,0.6495,0.35050000000000003,1480
mention Definitely #bias there! #GOPDebate Massacre by FOX. Deliberate attempt to smear R's.,0,1.0,0.0,1481
"RT mention Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates",0,1.0,0.0,1482
"Just wondering, how many friends *did* Mr.Trump pay to come to his wedding? He's rich, he gives out LOTS of money. #GOPDebate #AFriendIndeed",0,1.0,0.0,1483
RT mention Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,0,1.0,0.0,1484
Political debates teach marketers how not to message to audiences today. Be direct don't deflect! #GOPDebate mention mention,0,1.0,0.0,1485
"RT mention Why ALL #GOPdebate candidates support #DefundPP  O url

(Missing standout Carly Fiorina in graphic) url",0,0.6451,0.3549,1486
RT mention FYI I'll be live tweeting Teen Mom 2 on mention after this. What a night of great TV! #GOPDebate,1,0.0,1.0,1487
mention Hell no! I can think of about 5 GOP candidates she CANT beat. NOBODY fears mention anymore. #GOPDebate,1,0.33330000000000004,0.6667,1488
"At #GOPDebate, others treated #Trump like I treat my cranky toddler: be nice, stay calm, and know he will find a new toy to play with soon.",0,1.0,0.0,1489
"RT mention Sitting in my local laundromat listening to people talk about #GOPdebate. One grandma says, ""This country is backwards witU_",0,1.0,0.0,1490
Facts not mentioned in #GOPDebate: 13M jobs created in longest stretch of private sector jobs growth in history! url,0,0.6882,0.3118,1491
"#GOPDebate ignored AmericaUas 45 million poor, but didnUat stop the candidates from mentioning UIimmigrationU and UIillegalU as the real threat",0,1.0,0.0,1492
mention a gay wedding is not a wedding #gopdebate url,0,0.6237,0.3763,1493
RT mention These were far and away the best tweets of last night #DebateWithBernie #GOPDebate url,1,0.3226,0.6774,1494
"RT mention There is a time for attacks, I guess, but the real conversation should be on issues not ""I'm better than so-&-so"" #CanIGetAnAU_",0,0.6642,0.3358,1495
RT mention Was anyone else expecting Trump to say something super racist when he mentioned China and Japan? #GOPDebates,0,0.6903,0.3097,1496
"RT mention I didn't watch the #GOPDebates tonight, so I was going to ask who won. Then I figured, I did.",0,0.6429,0.3571,1497
mention mention When U look at #GOPDebate ask given 1/2 the time in 1on1 debate who would B most impressive? mention by far,1,0.0,1.0,1498
"Rand Paul is looking for a fight. Problem is, is it a political fight he wants, or is he merely pent up? #GOPDebate",0,0.6484,0.3516,1499
"It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,1500
RT mention The candidates don't have to attack mention Fox is doing it for them by stoping him from speaking. _Ua14_Uau #GOPDebateU_,0,1.0,0.0,1501
RT mention That abortion question UO disgusting. #GOPDebate,0,1.0,0.0,1502
"RT mention This is the most fucked up production of ""12 Angry Men"" I've ever seen. I assume Quentin Tarantino directed it?  #GOPDeU_",0,0.685,0.31499999999999995,1503
"RT mention mention mention  #GOPDebate There are many Don's but just two Donald's, Trump and Duck... and they both quackU_",0,0.6595,0.3405,1504
"RT mention If Donald Trump is elected, there will be hell toupee. #GOPDebate",0,1.0,0.0,1505
"RT mention So about that ""pledge""...I'll just leave this right here. mention mention mention mention #GOPDebate url",0,0.7083,0.2917,1506
RT mention Any of the ppl in the #GOPDebate could do better than this. Democrats are killing this country. Dems' #WarOnWomen url,0,0.6609999999999999,0.3390000000000001,1507
"mention mention Megyn Kelly was so over the top, I thought she would announce her candidacy last night. #GOPDebates",0,1.0,0.0,1508
mention mention mention WAS THE WORST! I didn't appreciate the theatrics - that's all they were about! #GOPDebates,0,1.0,0.0,1509
"#GOPDebate well, if #Trump wins, most latino voters will vote democrat for a while, won't they?",0,0.6735,0.3265,1510
Hearing the candidates talk about God is actually terrifying. #GOPDebates,0,1.0,0.0,1511
"RT mention If Donald Trump wins the election, then we'll know we're on the Biff-stole-the-almanac timeline. #GOPDebate",0,1.0,0.0,1512
"RT mention mention They tried to take you out & your poll numbers skyrocketed. Voters matter, not mention moderators.
#U_",1,0.3103,0.6897,1513
Because GOP is on the WRONG side of all those issues. #GOPDebates #FoxNews #FoxDebate  url,0,0.6774,0.3226,1514
RT mention Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates _Ua14_Uau,0,1.0,0.0,1515
Church and state. Then the #GOPDebates hmmmmm. url,0,0.6778,0.32220000000000004,1516
RT mention mention mention mention Iol noticed in neither #GOPDebates~ not one person jumped up & yelled #YOULIE JuxtapU_,0,1.0,0.0,1517
"RT mention jebbush tell me more about this  ""hang em by the neck"" wing of your party....#GOPDebate #KKKorGOP url",0,0.6867,0.3133,1518
RT mention Muppet show. #GOPdebates,0,1.0,0.0,1519
Where is a zombie Ronald Reagan when you need him? #GOPDebate,0,0.6705,0.3295,1520
Can I prosecute christian for dumb questions? #GOPDebates,0,1.0,0.0,1521
"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,0.7312,0.26880000000000004,1522
There are grown ass adult women on the Right who seem to enjoy being treated like incompetent children. #PlannedParenthood #GOPDebate,0,1.0,0.0,1523
mention showed at the #GOPDebate she has no biz being a moderator. She is an interviewer and nothing else. mention failed last night.,0,0.6932,0.3068,1524
Carly Fiorina would have fixed the problem? Does fixing the problem mean firing everyone? #GOPDebates,0,0.6632,0.3368,1525
#BNRDebates #GOPDebates Is Mike Huckabee about to tax prostitution???,0,0.6882,0.3118,1526
"RT mention OK, so if we are gonna talk God, can we talk a little Pope, you know, the one who told you tackle climate change? #GOPDebate",0,0.6917,0.3083,1527
Somewhere in the Whitehouse ~ #GOPDebate url,0,1.0,0.0,1528
"RT mention If mention is complaining about hard questions from a ""bimbo"" like mention how is he to lead America? #GU_",0,1.0,0.0,1529
RT mention Kelly is less credible now mention WTH mention Do we really give a damn what mention lies about. #GOPDebates,0,0.6783,0.3217,1530
"MT:@ LessGovMoreFun: . ""The American People Want A President Who Will Tell The Truth"" --Sen. Ted Cruz
#GOPdebate
#U_ url",1,0.3556,0.6444,1531
"RT mention All I learned from the #GOPDebate is that everybody grew up poor, they're all sassy, and they don't know how to answer a quesU_",0,1.0,0.0,1532
"RT mention So many great jokes on Twitter tonight about the #GOPDebates, but not as many as there were on stage.",0,1.0,0.0,1533
RT mention mention mention mention ABSOLUTELY!  I REFUSE TO ALLOW mention to speak for me. I'll draw my own concU_,0,1.0,0.0,1534
".mention someone needs 2 inform mention that he's picking the wrong #female moderator 2 get mouthy with!
Well done!
#GOPDebate",0,1.0,0.0,1535
Easily the best part of last night's #GOPDebate UImention Trump takes down Rosie. url,1,0.32530000000000003,0.6747,1536
#Petition: Exclude Megyn Kelly As A Host From Future Fox News Debates: url (mention #GOPDebate #debate #MegynKelly #GOP,0,0.6701,0.3299,1537
Social issues next. Dis will be goooood #GOPDebates,1,0.3409,0.6591,1538
Biggest issue in last night's #GOPDebate?  Lack of #leadership. Check out my comments here: url url,0,1.0,0.0,1539
"Trump's ""evidence"" of Mexico sending all the baddies is that he ""talked to a Border Patrol agent"" who confirmed it. #GOPDebate #Trump",0,0.6444,0.3556,1540
RT mention I'm just waiting for them all to accidentally eat each other #GOPDebates,0,1.0,0.0,1541
"RT mention #GOPDebate mention  go donald ""money going out drugs coming in"" no problem w legal immigration """,0,0.6396,0.3604000000000001,1542
This caption is puuuuuuurfect. url #hillaryclinton #hillary2016 #vote #election #gopdebate,1,0.3437,0.6563,1543
RT mention Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,1,0.0,1.0,1544
The biggest disappointment from the #GOPDebate is that more time was spent talking about gay marriage than on improving the economy.,0,0.6484,0.3516,1545
RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,1.0,0.0,1546
"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,1547
#GOPDebate they didn't give Trump chance to answer the most important question. But he is still a winner.,1,0.0,1.0,1548
Republican candidates: All of our states are awesome. But for some reason not enough to stop country from sucking #GOPdebates,0,0.6662,0.3338,1549
RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,0.6437,0.35629999999999995,1550
"RT mention Women should start protesting #GOPDebates misogyny with ""Stay out of my vagina unless I want you in there!"" placards. (I U_",0,1.0,0.0,1551
Overall I'm disappointed by the #GOPDebate Trump was entertaining Carson killed it but spoke the least. Im not impressed with most answers.,0,0.6552,0.3448,1552
RT mention How fast did Kasich track down a gay person to invite him to a wedding when he decided to run for president? #GOPDebate,0,0.6612,0.3388,1553
Catching up this morning on the #GOPDebate got me like url,0,1.0,0.0,1554
RT mention Why be politically correct when you can be politically factually wrong about everything known to science? #GOPDebate,0,1.0,0.0,1555
RT mention White people arguing over their retirement plans & Black people cant even live long enough to retire in this damn countryU_,0,1.0,0.0,1556
"RT mention Someone really needs to convert last night's #GOPDebate into a play. Esp good for a boy's school:

10 Angry Men? url",0,0.6477,0.35229999999999995,1557
"Donald Trump late-night angry-tweets Megyn Kelly, and it is epic url #GOPDebate",0,0.6923,0.3077,1558
"Rubio might be my new pick for president, he gave some really intellgent answers last night #GOPDebate",1,0.3438,0.6562,1559
- No longer any true #conservatives in politics; or Kennedy #democrats for that matter #GOPDebate #GOPDebates mention,0,1.0,0.0,1560
the resemblance is uncanny #GOPDebate  url,0,0.6703,0.3297,1561
"The thing about the #GOPDebate, most watched it in the same way they'd watch some trashy reality show -that's a big problem for #Republicans",0,1.0,0.0,1562
RT mention This #GOPDebate would be over by now if mention could just pull out a gun and shoot Trump. Clear it's what she wants,0,0.6484,0.3516,1563
RT mention The candidates don't have to attack mention Fox is doing it for them by stoping him from speaking. _Ua14_Uau #GOPDebateU_,0,0.6772,0.3228,1564
RT mention #GOPDebate: mention Failed!! url,0,1.0,0.0,1565
#GOPDebate How do you spell disappointment? M-e-g-y-n k-e-l-l-y,0,1.0,0.0,1566
"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,1567
An assassination attempt  ...now GOP has to deal w/ th consequences #GOPDebate #GOPDebates mention,0,0.6703,0.3297,1568
RT mention Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most url #GOPDebate htU_,0,0.675,0.325,1569
"How cool would it be if every time they changed topics, Mike Huckabee played a sick Seinfeld bass line? #GOPDebates",0,0.6489,0.3511,1570
#GOPDebate  I think Megyn Kelly succeeded in her primary goal last night.  People are talking about her today. #FoxDebate  #FOXNEWSDEBATE,1,0.3298,0.6702,1571
"RT mention Hillary got 19 mentions at the #GOPDebate and the middle class got 2. Really, what would they talk about if not her?",0,1.0,0.0,1572
Sad that nobody asked Chris Christie about those times he left Jersey to go to Dallas Cowboys games and taxpayers paid for it. #GOPDebates,0,0.6304,0.3696,1573
I... Did last night happen? #GOPDebate,0,0.6818,0.31820000000000004,1574
"""Who the fuck is John Kasich?"" #GOPDebate",0,0.6629,0.3371,1575
"RT mention Thanks Fox News, you're raising mention 's ratings. _Ua14_Uau #GOPDebate  #GOPDebates",1,0.0,1.0,1576
RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,0.6739,0.32609999999999995,1577
"#GOPDebate
Megyn Kelly:A+
Rubio:A
Fiorina:A
Christie:A-
Bush:B+
Perry:B+
Kasich:B
Walker:B
Cruz:C
Carson:C
Jindal:C
Paul:D-
Trump:F
Rest:_U",1,0.0,1.0,1578
#GOPDebate Recap url,0,1.0,0.0,1579
Perfect #GOPDebate  url,1,0.0,1.0,1580
"2016 News: mention at #GOPDebates for mention
tells mention mention language & answers ""clearly arenUat presidential"" #fitn",0,1.0,0.0,1581
"RT mention I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair & Balanced"" at all. _Ua14_Uau #GOPDebatU_",0,1.0,0.0,1582
"Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" url",1,0.0,1.0,1583
RT mention Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,1,0.0,1.0,1584
"RT mention Thanks Fox News, you're raising mention 's ratings. _Ua14_Uau #GOPDebate  #GOPDebates",0,0.6763,0.3237,1585
"If i was playing a drinking game, where i took a shot every time they remembered Ben Carson was there, I'D BE SOBER.

#Token, #GOPDebates",0,0.6915,0.3085,1586
"RT mention ""It's only by the blood of Jesus Christ and cash from the Koch brothers that my sins are redeemed."" -- Scott Walker, cU_",0,0.6941,0.30589999999999995,1587
RT mention I'm really really really pissed off at FOX News for what they did to mention #GOPDebate  #GOPDebates _Ua14_Uau,0,1.0,0.0,1588
This Trump vs. Fox News conflict is quite the conundrum. ItUas like the personification of Greed vs. Hate. Who do I root for!?! #GOPDebate,0,1.0,0.0,1589
DONALD TRUMPS HAIR LOOKS LIKE COTTON CANDY #GOPDebates,0,0.6867,0.3133,1590
RT mention I am pro life unless a cop is involved - GOP candidates #GOPDebates,0,0.6538,0.34619999999999995,1591
RT mention Did they just ask PRESIDENTIAL CANDIDATES IF GOD SENT THEM A MESSAGE? Did #TheDoctor drop by w/ his TARDIS as well? #GOPdebaU_,0,0.6591,0.3409,1592
RT mention Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates _Ua14_Uau,0,1.0,0.0,1593
"If the #GOP wins in 2016, mention would be my hope. Loved what he said about a balanced budget & moving passed gay marriage. #GOPDebate",1,0.0,1.0,1594
"RT mention Hey Trump, refraining calling women ""fat pigs"" and ""whores"" isn't being politically correct, it's being a decent human. U_",0,0.6667,0.33330000000000004,1595
"Because he wore his klansman cap last night and it messed up his part
#GOPDebates #Democrats url",0,0.6966,0.3034,1596
RT mention We the American people pick the next President of United States not FOX News _Ua14_Uau #GOPDebate  #GOPDebates,0,0.619,0.381,1597
#GOPDebate OMG my dream ticket would be a #RandPaul / #CarlyFiorina ticket... I don't care which is POTUS and which is Vice.,1,0.3713,0.6287,1598
RT mention So mention posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,0,0.6632,0.3368,1599
Media will twist and turn good to bad and bad to good #GOPDebates,0,0.6774,0.3226,1600
RT mention Our news media is broken #GOPDebate,0,1.0,0.0,1601
"RT mention So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer U_",0,1.0,0.0,1602
RT mention By smearing opponents of #WhiteGenocide as UINazisU Libzis perverted the #MemoryOfTheHolocaust into a weapon to GUARANTEE genociU_,0,1.0,0.0,1603
"Megyn - Did you call #Trump2016 names?
Bush - Not me!
Megyn - Ok! 

Seriously??? Crucify him like you do Trump!
#GOPDebates #Biased",0,0.6506,0.34940000000000004,1604
RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,1.0,0.0,1605
"ClaudiaAvaloss: Last I heard, bimbos vote. IE #KellyFile #GOPDebate #ThatsAll url",0,0.7093,0.2907,1606
"mention mention 
Me2.
Failed CEO says former FLOTUS/ US Senator/ US SOS is a ""liar"" & media decides she won #GOPdebate.
smh",0,0.6612,0.3388,1607
RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,0.6264,0.3736,1608
RT mention Line of the night and most switched votes for mention according to post-debate Fox focus group. #gopdebate url,1,0.0,1.0,1609
"RT mention #Fiorina likely emerged a winner by not sharing the second #GOPDebate stage, but shining brightly on the first one.",1,0.0,1.0,1610
RT mention I believe the American people are looking for someone to speak the truth url #GOPDebate #CruzCrew,1,0.0,1.0,1611
"As if it's not obvious, 17 is way too many. No less than 7 need to drop out in the next month or so. #GOPDebates",0,0.648,0.35200000000000004,1612
mention mention won these debates hands down. Let's talked about her. #GOPDebate,1,0.3258,0.6742,1613
The Biggest Reality Show on Earth. #GOPDebate url,0,0.6432,0.3568,1614
RT mention From the real debate: Americans too reliant on government assistance. mention #Rick2016 #gopdebate  url,0,0.6707,0.32930000000000004,1615
RT mention This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to.,0,1.0,0.0,1616
I loved it in the #GOPdebate when mention said Reagan negotiated and so will he. But from a place of strength.,1,0.3626,0.6374,1617
RT mention Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,0,1.0,0.0,1618
"#GOPDebate made me think about who'd I want to listen to & see on my TV every day? Walker, Carson, Kasich, Huckabee -Yes Hillary, Carly-NO",1,0.3295,0.6705,1619
"Babies are just products... sick
#DefundPP #GOPDebate #JonVoyage #Compton #DragMeDownMusicVideo #PUSO2019 #BB17 #MUFC url",0,1.0,0.0,1620
RT mention Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,1,0.0,1.0,1621
"RT mention Ben Carson is why the caged bird said ""Nah. We don't know him. "" 

#GOPdebate",0,0.6517,0.34830000000000005,1622
RT mention This makes me laugh! url #GOPDebate #DonaldTrump,0,0.7143,0.28569999999999995,1623
"#GOPDebate #FOXNews anchors must not have been getting invites to the ""cool"" DC parties .",0,1.0,0.0,1624
"RT mention It is very disappointing that Fox News is not conducting a ""Fair & Balanced"" Debate. _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,1625
"so wait he said he didn't use it and now says ""when I used it?"" #bankruptcy #GOPDebates",0,1.0,0.0,1626
"RT mention .mention mention Cruz ""turned in a solid performance"" #CruzCrew #GOPDebate #consensus #theexpertsagree",1,0.0,1.0,1627
RT mention We the American people pick the next President of United States not FOX News _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,1628
"RT mention Need to check the source, but seems like something logical he would say #GOPDebate #RepublicanPrimary url",0,1.0,0.0,1629
RT mention Trump has Cam hands. #GOPDebates,0,1.0,0.0,1630
RT mention So mention posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,0,0.6867,0.3133,1631
mention dodged those questions like a first 48 suspect lol #GOPDebate #,1,0.29890000000000005,0.7011,1632
RT mention We the American people pick the next President of United States not FOX News _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,1633
"#GOPDebate got you down? Just remember, these things happened in #America. url",0,0.7079,0.2921,1634
Not 1 mention of #ClimateChange or #SeaLevelRise @ #GOPDebate last night. They were too busy saying nasty things about mention & #Hillary2016,0,1.0,0.0,1635
RT mention Huge local ratings for #GOPDebate in Nashville last night: 14.3. No other show in Nashville yesterday got above a 9 rating.,1,0.30089999999999995,0.6991,1636
Fox News loves to loathe Trump: It's money in the bank as ratings for the #GOPDebate demonstrate. CNN working overtime to maintain momentum,0,0.6789,0.32110000000000005,1637
No Cecil the Lion question. No Salt River Horses question. Cmon Fox News. #GOPDebate,0,0.6957,0.3043,1638
I'm so happy that my family is turning against Trump and they did watch the #GOPDebate last night,0,1.0,0.0,1639
RT mention So mention posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,0,0.6937,0.3063,1640
".mention mention
Cancel the primaries. Fox Party set up & anointed their man Jeb Bush
#GOPDebates #CantTrustABush url",0,0.6659,0.33409999999999995,1641
"RT mention ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",0,0.6782,0.3218,1642
RT mention NO MORE BUSHS... FUCK YOU JEB #GopDebates,0,1.0,0.0,1643
"RT mention Rubio and Bush are a threat to this country, _Ua14_Uau #GOPDebate  #GOPDebates",0,1.0,0.0,1644
"Look Ma, I found a #statist who thinks that a #grammar lesson was needed to cover up their #idiocracy #GOPDebate  url",0,1.0,0.0,1645
"RT mention mention and mention need to take control of this debate,  they can do it, _Ua14_Uau #GOPDebate  #GOPDebates",1,0.3559,0.6441,1646
RT mention Aaaand #megynfail brings in DNC chair to take down Trump thru women's rights. My gender once again used as fear tool. Ugh #GOU_,0,0.7126,0.2874,1647
"RT mention Since so much oil comes from the Middle East, wouldn't a War on Cars be more effective than a War on Terrorism? #GOPDebate",0,0.6484,0.3516,1648
I am pro life unless a cop is involved - GOP candidates #GOPDebates,0,0.6421,0.3579,1649
"RT mention This is basically what the GOP is always saying, but stripped down, minus the euphemisms #GOPDebate",0,0.6667,0.33330000000000004,1650
"RT mention Dont know who won the #GOPDebate but I know who lost....me, cause I watched it.",0,1.0,0.0,1651
"RT mention Dr. Carson remark on DC having half a brain, best line #GOPDebates.",1,0.33330000000000004,0.6667,1652
When Ben Carson  talks about race. #GOPDebates url,0,0.6879,0.31210000000000004,1653
mention mention #GOPDebate Call Donald for being sexist? What do photos like this do for women? url,0,0.6484,0.3516,1654
NO MORE BUSHS... FUCK YOU JEB #GopDebates,0,1.0,0.0,1655
RT mention .mention God has blessed GOP with some very good candidates and Democrats canUat even find one. #GOPDebate,1,0.0,1.0,1656
"#FOXNEWS used crazy> mention to stir the #drama pot, and that's unprofessional! mention #GOPDebate 

mention mention",0,1.0,0.0,1657
RT mention Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. _Ua14_Uau #GOPDebate  #GOPDebates,1,0.3298,0.6702,1658
My take on the #GOPDebate: it wasn't a true debate. Except for a handful of onstage battles it was really just people answering questions,0,0.6667,0.33330000000000004,1659
"Honestly, the candidates that have all the money from establishment #GOP are a sign I shouldn't support them.
#GOPDebate",0,0.6421,0.3579,1660
RT mention Watch mention strong closing statement at the #GOPdebate: Video: url #CruzCrew,1,0.3034,0.6966,1661
"This is like the TV show ""Review"" right?  They have to review obvious topics and fuck them up.  #GOPDebates",0,1.0,0.0,1662
reason comment is funny 'in case you're ignorant' is the #gop #tcot are the reason the government isn't working for the people #gopdebate,0,1.0,0.0,1663
Oh here we go. The veterans pawn. #GOPDebates,0,0.7222,0.27780000000000005,1664
LOL #bencarson #GOPDebates but seriously you didn't answer the question,0,0.6237,0.3763,1665
RT mention Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? _Ua14_Uau #GOPDebate  U_,0,0.6705,0.3295,1666
RT mention Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,0,0.6552,0.3448,1667
RT mention The #NRA blacklists individuals and companies that buck their orthodoxy or offer any measures to reduce gun violence #GOU_,0,0.6742,0.3258,1668
"RT mention Not sure why mention wasn't allowed in the primetime #GOPDebate tonight, but these guys are lucky she wasn't. SheU_",0,1.0,0.0,1669
"RT mention Truer and more poignant words were never spoken on a debate stage. Well done, mention #GOPDebate  url",1,0.0,1.0,1670
All of the candidates are an absolute disaster for abortion rights. #GOPDebate,0,1.0,0.0,1671
Liberals went from experimenting on patients in mental institutions to working for #PlannedButcherhood  #GOPDebate,0,1.0,0.0,1672
mention mention #BlackLivesMatter is a cop killing movement. #GOPDebates,0,0.6667,0.33330000000000004,1673
RT mention #GOPDebate Proved Beautiful Women Certainly Should Be Debate Moderators Great Job Martha You & Carly Belong In Top 10 httU_,1,0.2903,0.7097,1674
Gotta remember mention is a leader not a debater. Held his own against deep rooted politicians very well. #Trump2016 #GOPDebate,1,0.0,1.0,1675
I think we should call what #foxnews did to #trump last night the #humptrump campaign. #gopdebate,0,1.0,0.0,1676
RT mention #GOPdebates mention if you look at substance he needs to be in the discussion. He has been successful at every turn.,1,0.0,1.0,1677
I think we're going to run out of beer. #GOPDebates,0,1.0,0.0,1678
RT mention Fox News is obviously trying to influence the makeup of the Republican field. _Ua14_Uau  #GOPDebate  #GOPDebates,0,1.0,0.0,1679
"RT mention ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",0,0.6629,0.3371,1680
"#GOPDebates 
As Larry Wilmore #thenightlyshow says ""the unblackening of America"" continues. (sorry, Carson doesn't have a chance).",0,1.0,0.0,1681
Trump knows people are angry and he is playing you like a fool. He has no business in this presidential process #GOPDebate,0,1.0,0.0,1682
Jeb swinging hard...drawing it back to his accomplishments.....are Kasich and Walker still there?  #gopdebates #foxdebates,1,0.3478,0.6522,1683
RT mention #GOPDebate: mention presents false mention choice bet #war & #appeasement. #RegimeChange analyses @ url,0,1.0,0.0,1684
"mention when I saw this, all I thought of was you _UE #elite #flacco #thoseguysontheleft #GOPDebates url",0,0.7052,0.29479999999999995,1685
"RT mention ""He was just so eloquent...He knew what he was saying. He believed what he was saying."" #ImWithHuck #GOPDebate
url",1,0.3218,0.6782,1686
"RT mention You mean to tell me I can stream an infinite amount of free porn, but need a cable subscription for the GOP Debate!? #SMDH  U_",0,0.6332,0.3668,1687
"RT mention Thanks to Trump, the #GOPDebate shattered viewership records. Many voters introduced to candidates they wouldn't know exU_",1,0.0,1.0,1688
RT mention He was almost to Bitches & hoes. #GOPDebates,0,0.6701,0.3299,1689
RT mention We the American people pick the next President of United States not FOX News _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,1690
RTmention The time for ending the military's ban on transgender service is long overdue. #GOPDebate,0,0.6647,0.33530000000000004,1691
.mention mention HRC Became 11th #GOPDebate Candidate Last Night mention & mention Topped Field! url,1,0.3436,0.6564,1692
"RT mention #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates url",0,1.0,0.0,1693
RT mention Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ua14_Uau #GOPDebate  #GOPDebates,0,1.0,0.0,1694
RT mention #GOPDebate and the clear Winner is url,1,0.3188,0.6812,1695
I loved it in the #GOPdebate when mention said he's made 10 billion dollars. And America owes 19 trillion.,1,0.3103,0.6897,1696
